"id","title","description","manufacturer","price"
"b000egwc42","microsoft office & window training","coming soon!","topic entertainment","29.99"
"b000q1n7du","middle school success deluxe 2008","middle school success deluxe 2008 leading-edge learning software ensures better academic achievement. give child lesson exercise need higher grade test scores. endorsed education expert cover full breadth scope almost middle school curriculum. middle school success deluxe guarantee educational achievement middle school students.","topic entertainment","49.99"
"b000ndibnc","adobe creative suite cs3 design standard upsell [mac]","note: upsell version adobe creative suite 3 design standard. adobe creative suite 3 design standard upsell software indispensable toolkit professional design print production. combine all-new version essential tool page layout image editing illustration adobe pdf workflow tightly integrated creative environment. design standard express print idea faster easily ever before. design print graphically rich material magazine spread tightly integrated productive tool adobe creative suite 3 design standard. master deadline design print production adobe creative suite 3 design standard software indispensable toolkit professional design print production offering all-new version essential tool page layout image editing illustration adobe pdf workflows. design essential tool take design concept completion adobe creative suite 3 design standard help create print best work. sketching concept finessing production detail create beautiful sophisticated design creative suite design standard. take advantage new creative effect finer transparency control adobe indesign software; explore apply control color variation using new live color environment adobe illustrator software; apply new nondestructive smart filter adobe photoshop software. design standard help express best idea easily efficiently ever before. keep idea flowing adobe creative suite 3 design standard let slip creative zone stay offering tight integration shared productivity feature enable move fluidly tasks. easily share asset among components--double-click asset indesign layout quickly open photoshop illustrator example use smart object nondestructively edit illustrator artwork photoshop. visually manage asset adobe bridge manage workgroup file adobe version cue shop royalty-free image using adobe stock photos--all within design standard. print confidence enjoy rock-solid streamlined print production using creative suite 3 design standard. generate predictable printed output feature synchronized color setting shared pdf presets. help minimize error using output preview print exert fine control output using consistent comprehensive professional printing options. streamline prepress using adobe acrobat software preflight correct adobe pdf file automate workflow jdf. design standard reliably print beautiful content utmost efficiency. adobe photoshop cs3 unrivaled image editing adobe illustrator cs3 inspired vector graphic creation adobe indesign cs3 professional page layout adobe acrobat 8 professional efficient adobe pdf workflow audience benefit design professionals--express idea print using adobe creative suite 3 design standard software graphic designer's indispensable toolkit professional design print production. creative suite 3 design standard offer tightly integrated unified creative environment combine essential tool professional page layout image editing illustration adobe pdf workflow visual asset management workgroup file management shared productivity features. design standard remove technical distraction find creative flow producing printing beautiful content faster easily ever before. print professionals--adobe creative suite 3 design standard software adobe's high-quality creation production environment reliable print layout output. combine full new version adobe's leading design print production tools--adobe indesign cs3 photoshop cs3 illustrator cs3 acrobat 8 professional--with integrated productivity feature unified creative environment. design standard give customer streamlined control consistent color press-ready adobe pdf file including support new pdf/x-4 (draft) pdf/a industry standard acrobat 8 professional well preflighting automated file correction support jdf automation. creative suite 3 design standard help realize smooth production process reliable final output. professionals--adobe creative suite 3 design standard software enables creative team realize idea quickly efficiently ever before. built industry standard provide long-term compatibility design standard deployed easily across network extensible scriptable tailored meet variety specialized publishing needs. design standard combine full new version adobe's essential design print production tools--adobe indesign cs3 photoshop cs3 illustrator cs3 acrobat 8 professional--with integrated productivity feature creative workgroups. offering single installer serial number easy installation backed quality reliability adobe known creative suite 3 design standard meet design print production need creative team. visually manage asset adobe bridge test mobile design adobe device central coordinate team member using adobe version cue host real-time web-based meeting adobe acrobat connect top new benefit adobe creative suite 3 design standard all-new version essential creative tool experience highly productive creative toolkit adobe indesign cs3 professional page layout adobe photoshop cs3 unrivaled image editing adobe illustrator cs3 inspired vector graphic creation adobe acrobat 8 professional efficient adobe pdf workflows. unified design environment work efficiently interface that's common across many component design standard. new self-adjusting panel dock conveniently way use pop need them. maximize screen mode keep panel overlapping document window. support latest mac window system get design standard intel based mac system microsoft window vista computers. work smoothly legacy powerpc based mac window xp system well. efficient powerful page design adobe indesign cs3 explore creative possibility experience new level productivity using indesign cs3 offer powerful feature creating graphically rich complex documents; professional typographic controls; robust reliable printing. inspired vector graphic creation adobe illustrator cs3 explore apply control color variation using live color illustrator cs3. select align point edit path easily ever define crop area interactively print export enjoy improved operating performance. powerful digital imaging adobe photoshop cs3 select image region intuitively apply filter nondestructively align blend similar image quickly produce best composite using photoshop cs3. pdf file creation collaboration adobe acrobat 8 professional create reliable final print document using acrobat 8 professional. conduct server-based shared review preflight automatically correct adobe pdf file work streamlined intuitive interface. visual medium management adobe bridge cs3 efficiently organize browse locate preview asset adobe bridge cs3 offer faster performance; customizable workspaces; nondestructive batch-editing tiff jpeg camera raw files; direct playback flash files; direct access useful service adobe stock photos*. real-time interactive web conference acrobat connect use bridge acrobat launch acrobat connect web-based conferencing system real-time interactive meeting design reviews. low monthly fee host online conference meeting room set readily available. advanced workgroup file management adobe version cue cs3 use version cue manage use file within creative teams. track multiple version prevent overwriting find file need quickly conduct browser-based adobe pdf review control access file project-by-project basis. additional feature unprecedented integration exceptional productivityenjoy consistent design experience across indesign illustrator photoshop shared interface element self-adjusting panel dock way use. use native file format smoothly across software component streamline design production. powerful color printing capability print photoshop composite illustrator artwork indesign layout confidence thanks robust color option consistent color setting professional output control high-quality printing. exceptional native file format support open photoshop image illustrator illustrator artwork photoshop place type native file well adobe pdf file indesign layouts. streamline design production process myriad way using native file format support. reliable adobe pdf workflow use adobe pdf create reliable consistent final output streamline print productionincluding automatically fixing mistake found preflight automate process using jdf. cross-media publishing contribute asset cross-media workflows. hand photoshop image comp use web prototyping preview illustrator artwork might appear mobile device export indesign layout xhtml use colleague web page layouts. shared feature service work efficiently using host shared feature service including adobe stock photos* purchasing royalty-free images; acrobat connect* hosting web-based interactive meetings; version cue cs3 workgroup file management. powerful jdf workflow automatically convert adobe indesign file adobe pdf preflight validate targeted output intent (including number page page size more) using enhanced jdf-based workflows. streamlined print production preflight adobe pdf file acrobat fix problem get press. automatically correct hairline downsample image resolution flatten transparency more. efficient easy-to-manage deployment easily deploy design standard using single installer serial number track manage accurately allocate adobe software asset using adobe license manager. industry-standard scripting automate task across design standard writing script javascript applescript microsoft visual basic extendscript. * online service including limited adobe stock photo acrobat connect may available country language currencies. availability service subject change. use online service governed term condition separate agreement may subject additional fees. detail visit www.adobe.com. adobe creative suite 3: what's edition? adobe creative suite 3 edition design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe firework cs3 adobe effect cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional feature service adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photo adobe acrobat connect * adobe ultra run microsoft window only. macintosh user adobe onlocation requires bootcamp window (purchased separately) separate windows-based computer.","adobe","899.0"
"b000cqnjim","is3 stopzilla 4.0 [stop spyware pop-up id theft]","stopzilla 4.0 spyware protection - mini box","roxio","29.95"
"b000h5j4ka","pc vega dvd","sony medium software vega 6 + dvd","sony picture home entertainment","899.99"
"b000e15nhk","sony vega 6 + dvd [old version]","vega 6 + dvd integrated environment handling phase video production. edit proces digital video hdv real-time manipulate incredible precision. also let burn dvd copy dvd architect 3. software must-have tool professional medium author.","sony picture digital entertainment","899.95"
"b000fzz73u","universe (win/mac) (jewel case)","","fogware publishing","9.99"
"b000hkpb3e","zonealarm internet security suite","","zone lab","49.99"
"b000k7ving","ringtone medium studio 2","make ringtones cd mp3s. ringtone medium studio give tool personalize cell phone creations. ringtones wallpaper mobile videos. transfer digital medium phone instantly...in single click. cable requred!melody studiocreate polyphonic real music ringtones transfer mobile phone.image studiocreate wallpaper favorite photo capture piece pc screen turn wallpaper.video studioedit favorite video clip add text special effect transfer creation mobile phone.my locker - online storage digital medianew ringtone medium studio 2 locker secure online space store digital originals. also provides access integrated online content library thousand sample get started.free ringtones bonus! 7 000+ ringtones wallpaper image video clipsringtone medium studio software includes 7 000 sample ringtones image video get started. personalize sample import favorite music photo videos. 3 000+ real music ringtones (mp3 ringtones) including rock hip-hop reggae jazz classical voice tone many more. 1 8000+ polyphonic ringtones 2 000+ wallpaper sceeensavers mobile video","laplink","19.95"
"b000ga99ry","print workshop 2007","design perfect project every occasion holiday ? scrapbook page small business material school project professional-quality greeting cards. save time money using print workshop's suite powerful tool typically found expensive programs. let imagination run wild! easy as...1. choose project template; 2. select art add personal touch; 3. print creation post online. print workshop's photo studio suite give tool need turn photo personal work art. correct red-eye re-center image edit image every project select custom filter change favorite photo create unique photo borders. create fun photo gift instantly design photo calendar flip book collage slide show photo bouquet create online photo album share picture family friends. send favorite photo cell phone. cd/dvd burning photo gift improved! web publishing stretch rotate & resize tool / drawing & layout tool integrated avery compatible template pc running window 98 - - 2000 - xp","valusoft","19.99"
"b000epcfz4","perfect attorney premium","extensive legal self-help program let create legal document save costly legal document preparation fees. learn expert technical term legal strategy select attorney more. create thousand legally binding form valid 50 states. locate document easily using convenient legal descriptive search feature. includes do-it-yourself will trust copyright fault divorce real estate lease purchase sale general health care power attorney much more. perfect nearly personal business need. includes bonus software. create employment service contract generate promissory note release debt learn repair credit protect bonus - legal publisher living update new bankruptcy law estate planner tool legal form letter system requirement - microsoft window 98se 2000 sp4 xp 64 mb ram cd-rom drive","cosmi corporation","39.99"
"b000o39u3g","adventure workshop 1st-3rd grade 8th edition","","encore","19.99"
"b000hlv6mi","fun kids: preschool - kindergarten featuring disney","little step fun kid preschool - kindergarten kid learn play! preschooler kindergartener great time play pooh rolie polie disney characters.","topic entertainment","29.99"
"b000ndic9a","adobe creative suite cs3 web standard upsell","note: upsell version adobe creative suite 3 web standard. adobe creative suite 3 web standard upsell software basic toolkit web designer developers. offer all-new version fundamental tool creating maintaining interactive website application mobile device content. prototype project design asset build maintain professional web experiences. flash cs3 professional interactive design dreamweaver cs3 web design development acrobat 8 professional adobe pdf workflow easily maintain final project adobe contribute cs3 build prototype adobe firework cs3 streamline web design development maintenance adobe creative suite 3 web standard software basic toolkit web designer developers. offer all-new version fundamental tool creating maintaining interactive website application mobile device content. prototype project design asset build maintain professional web experiences. get fundamental tool move concept completion adobe creative suite 3 web standard software. design asset build prototype adobe firework cs3 software. bring project life adobe dreamweaver cs3 adobe flash cs3 professional preferred web design development tools. easily maintain final project integrate user-generated content adobe contribute cs3. creative suite 3 web standard combine fundamental web tool one place. discover intelligent integration take advantage tight integration core tool forget software focus project. roundtrip editing adobe firework cs3 flash cs3 dreamweaver cs3 ensures fluid workspace make easy move modify assets. improved cs support allows start cs firework easily transition dreamweaver. dreamweaver contribute offer improved rendering compatibility well new flv tool accelerate video integration. enjoy latest workflow use integrated tool creative suite 3 web standard refine current skill set expanding exciting new technique technologies. catch wave online video sophisticated web video tool explore new opportunity mobile content design. reach development spry framework ajax new actionscript 3.0 language flash. creative suite 3 web standard future yours. visually manage asset adobe bridge test mobile design adobe device central top new feature adobe creative suite 3 latest version best tool get newest release industry's favorite tool web design development. adobe creative suite 3 web standard software offer innovative new feature advanced integration across adobe dreamweaver cs3 adobe flash cs3 professional adobe firework cs3 adobe contribute cs3 software. high-productivity tool turbo-charge web design development process. roundtrip editing firework flash dreamweaver enables speedy prototyping graphic creation optimization. move cs layout firework dreamweaver. use contribute dreamweaver controlled user-based web maintenance. emerging technology prepare next generation web technology applying best practices. create dynamic user interface cs ajax add flash video incorporate new standards-based user element support user-generated content dynamic experiences. creative flexibility flow design process quickly new flash creative tool pen tool better control shape primitive easily creating unique shape new filter effects. use advanced video exporting encoding create high-quality video experiences. actionscript 3.0 development go farther actionscript 3.0 high-performance object-oriented programming language adobe flash player. convert animation actionscript explore whole new world customization using rich language api library expansive community support services. rapid prototyping mock cs design firework speed ease. common library contains prebuilt easily accessible object form browser o elements. apply reskinnable color weight font elements. move design flash dreamweaver leverage extensible api. easy web maintenance free simple web edits. contribute cs3 enable individual workgroups easily edit publish content website blog controlled permissions-based application within microsoft applications. mobile content authoring use adobe device central cs3 design develop preview test content wide range mobile consumer devices. easily showcase work numerous mobile device skin built-in regularly updated device profiles. browser platform compatibility ensure experience consistent across operating system browser platform using new browser compatibility check dreamweaver adobe cs advisor website invaluable source user-contributed insight cs issues. macintosh window pick platform. creative suite 3 web standard available mac os--including intel based macintosh computers--windows xp window vista. design preferred platform deliver across platform consistent results. additional feature powerful integration leverage integrated workflow enable fast efficient exchange asset move design delivery efficiently. roundtrip editing firework flash dreamweaver enables speedy prototyping graphic creation optimization. import file adobe creative tools. professional interactive design discover powerful expressive flash authoring environment. add life graphic acclaimed animation tool high-quality text rendering filter effect popular flash video tool complete alpha channel support batch rendering. latest technology standard keep pace evolving technology standards. design cs xml; integrate development environment like html xhtml xml adobe coldfusion asp asp.net jsp php; test content across myriad browser operating systems; prepare new internet protocol version 6 (ipv6). best practice easily apply best practice web design development. create consistent css-based design cs layout visualization tool dreamweaver. drag drop xml feed onto web page. use industry's first integrated tool section 508 wcag priority 2 checkpoints. produce today tomorrow whether updating website support latest standard technology integrating interactive video migrating css-based design conforming accessibility governance experimenting mobile content development creative suite 3 web standard let get done today yet scale support new web device project future. adobe creative suite 3: what's edition? adobe creative suite 3 edition design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe firework cs3 adobe effect cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional feature service adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photo adobe acrobat connect * adobe ultra run microsoft window only. macintosh user adobe onlocation requires bootcamp window (purchased separately) separate windows-based computer.","adobe","799.0"
"b0000afu4e","national geographic photo gallery (jewel case)","national geographic photo gallery give image need add touch unusual exotic print project!","topic entertainment","9.99"
"b000jgw9ae","sony psp medium manager","psp medium manager let take advantage extra power held psp. far game system -- psp digital photo album movie player portable music device rolled one. psp medium manager easiest fastest way move content psp portable playback sharing wherever go. two-paned view let see medium pc psp system time podcast video blog support -- download encode feed psp playback back game save copy saved game pc psp system delete game save longer need move game save across memory stick duo medium","sony computer entertainment","24.99"
"b000hlr9my","adobe premiere element 3.0 [lb]","premiere element brings home video life help create share quickly easily friend family. burn footage dvd two simple step try new sceneline rearrange clip add effect enhancement drag-and-drop simplicity. download clip nokia mobile phones. support major device format share movie web virtually anywhere else. wow audience hundred eye-catching effect transition easy apply drag-and-drop simplicity. move footage camera dvd two simple step drop sceneline easily rearrange clip add effect drag-and-drop simplicity. control use timeline view offer editing options. view larger. edit preview movie one convenient place& 151;the monitor window& 151;where split trim clip add effect more. view larger. easily create home video dvd premiere element make easy import video audio still image virtually medium device including dv dvd camcorder hdv device web digital still mobile phone camera unprotected dvd mpeg-4 video recorder window medium center video clip selected mobile phones. also native hdv support achieve richer result capturing editing hdv footage native format. premiere element give control video footage whether want burn right dvd spend time editing adding creative elements. want simply create dvd go camcorder disc clicks. take advantage powerful video-editing tool allow transform personalize video creation. quick editing sceneline view let assemble video drag drop rearranging thumbnail clip adding transition effects. precise control timeline view offer premier elements' advanced features. editing one convenient place: easily trim split clip drag drop effect transition add text narration right monitor window. even create time-lapse movie claymations still-frame animation stop-motion video capture features. rock-solid performance quality included adobe's premier software. example view edits real time make previewing movie full-screen click button. also feel free experiment: auto save multiple undos history panel always go back previous version. soundtrack video rich full quality dolby digital stereo. since video editing take lot processor speed memory premier optimized support multiple processor advanced multi-threading hyper-threading technology latest pentium centrino duo-based window xp systems. wow audience amazing effect even new video editing raise production value video adding special effects. narration feature video tell story voice; simply add narration video edit. adding title text video adobe provides world-class font designed look great video. adding text easy since type text right screen add cool shadow glow effect make unique. want make video dynamic add moving text graphics. adding tv-style effect simple& 151;just drag drop one hundred amazing special effect customize reuse. also choose hundred eye-catching transition creatively move one scene next. apply transition drag drop apply effect dissolve fade wipes. create transition style. music important part video premier element let add music file edit video match beat. crediting cast crew choose 100 professionally-designed templates. share video anywhere since video made seen premier element includes powerful tool outputting movie. creating professional-quality dvd design unique dvd menu using video photo audio text. save time automatic scene index chapter link video clips. create watch video traditional tv (4:3.0) widescreen (16:9) format ntsc pal standard worldwide audience. give audience high-quality sound automatically converting audio industry-standard dolby digital stereo allowing burn video onto single disc without sacrificing sound quality. burn make sure movie envisioned watching full-screen preview computer tv. burn finished movie single- dual-layer dvd. sharing portable device export movie mpeg-4 format. mpeg-4 file viewed virtually portable device& 151;including video ipod sony playstation portable. supported format premiere element 3.0 import/export format supported include: 3gp asf (import only) avi dolby digital stereo dv dvd h.264 jpeg jvc everio mod (import only) mpeg-1 mpeg-2 mpeg-4 png (import only) psd (import only) quicktime wav window medium wma (import only)","adobe","99.99"
"b000fzz730","english - literature basic (win/mac) (jewel case)","","fogware publishing","9.99"
"b000r1g844","riverdeep arthur's kindergarten","arthur's kindergarten invite child join arthur gang learning fun. two-disc set 15 educational activity covering math reading creativity more. arthur's kindergarten teach full year's worth kindergarten skill entertains child process. kid track progress goal checker enjoy three new reward activity successfully completing learning activities. age 4 6.","riverdeep","0.0"
"b000g1gaac","big oil: build oil empire","big oil: build oil empire challenge use quick mind wit cash important natural resources. management entire oil company hand -- turn profitable venture become big-time executive!","tri synergy","19.99"
"b000exq2cs","jumpstart advanced 3rd grade v2.0","jumpstart advanced 3rd grade fun enriching learning activity prepare child 3rd grade. premium feature extensive content designed teach child pace that's right them. fun game exercise keep kid engaged learning hours. software adapts individual children's learning style helping learn everything spelling arithmetic. subject include: thinking skill - problem solving & critical thinking","knowledge adventure","19.99"
"b000ozjtoo","tlc arthur's kindergarten learning system 2008","tlc arthur's kindergarten learning system designed teach essential kindergarten skill set variety proven learning technique never-ending educational fun. practice letter recognition & sound fun addition & subtraction learn pattern & sequence learning fundamental math skill fun part complete learning system! journey alongside arthur pal weather terrible storm destroys arthur's treehouse! helping rebuild child learn key success reading math more. child discover valuable concept problem-solving counting number value phonics memory skills. overwhelmed sense achievement move three skill level build fundamental kindergarten skill sets. tlc arthur kindergarten learning system learn: vocabulary rhyming letter recognition & sound arithmetic counting & sorting size & shape memory skill critical thinking following direction money value pattern & sequence logic & problem-solving arthur's kindergarten arthur's kindergarten perfect combination learning fun helpful features. child remain eager learn track progress move auto adjusting levels. child build solid foundation early reading math much more. arthur's math game discover stimulating math fun last hour arthur pals! build strong math foundation everything basic addition subtraction division fractions. keep challenge fresh five progressive skill levels. track child's progress using progress chart set goal child learn play arthur friends. reward progress star stickers. also includes helpful tip parent create positive learning experience. bonus! arthur get along dvd enhance child's learning exciting educational video content. arthur get along show importance child getting along sibling friends. emmy award-winning series child learn positive social skill problem-solving & get along well others.","encore","19.99"
"b000099sie","cosmi talking math & kid (windows)","program teach reinforces vital basic skill including counting shape color recognition addition subtraction multiplication division. complete report card program track child's progress. set different difficulty level goal quiz length.colorful talking flash card teach essential skills: alphabet reading & spelling addition subtraction multiplication & division counting state & flag shape recognition","cosmi","0.0"
"b0001wn0li","microsoft powerpoint 2004 upgrade (mac)","powerpoint 2004 mac help make impressive presentation lasting impact. new display tool smooth transition bold new animation let make adjustment fly prepared control every step way.","microsoft","109.99"
"b000j6dues","readiris pro 11 corporate edition","readiris pro 11 corporate edition make easy scan paper document high speed convert pdf image file fully indexed pdf files. software designed scan transform substantial volume paper electronic document unbeatable combination speed accuracy. right tool corporate environment good recognition high volume crucial information management. create document optimized editing archiving sharing needs. generate wysiwyg html docuemnts edit frontpage golive dreamweaver tool color output - colored text background graphic fully reproduced numerous scanner digital camera supported - including twain compliant device support tiff jpeg format generated digital camera easy handling multi-page document performing list recognition reproduces numbered bulleted list flowing text mode easier editing - text naturally flow column editing","iris inc.","399.99"
"b0006ni698","magellan mapsend lake (usa south)","magellan mapsend lake usa - south includes fishing hot spots(fhs) map famous tournament fishing lake united states. lakemaster content south region contains almost much lake data north region. south region detail lake mostly big water impoundment major tennessee valley river system many major lake elsewhere covered area including respectable coverage texas arkansas missouri florida lake mapped fhs. wont want without mapsend lake fishing big reservoir lakes.mapsend lake south also includes basic surface map larger lake river based usgs data. mapsend lake usa - south available pre-loaded sd memory card use compatible magellan gps receiver. - detailed fishing hot spot map southern u.s. depth contour underwater structure lake access service more. fhs map include lake profiles. many show marked fishing area fishing tips. - basic surface mapping many lake reservoirs. - basemap road highway plus extensive searchable point interest (poi) u.s. geological survey. lake al: guntersville lake pickwick lake wheeler lake ar:beaver lake dardanelle lake greers ferry lake lake ouachita millwood lake norfork lake fl: east lake tohopekaliga harris lake chain lake george lake kissimmee lake okeechobee lake talquin lake tohopekaliga rodman re","magellan","114.66"
"b000he4riu","mcafee virusscan plus 2007","wide variety virus hacker blended threat lurking internet today need simple antivirus program keep pc file secure. mcafee virusscan plus antivirus firewall & antispyware essential combination protection combat defeat even sophisticated attacks. surf web download file safely knowing mcafee shield computer around clock. mcafee securitycenter let view protection status one click. view larger. mcafee offer variety software solution give level protection that's right family small business. view larger. 3-in-1 protection mcafee virusscan plus 3-in-1 protection virus hacker spyware trust. relax knowing always latest protection update software upgrade enhancement delivered automatically. mcafee always up-to-date protection. stop viruses. mcafee virusscan plus automatically block clean remove virus surf web safely. clean file e-mail internet downloads instant messaging attachment prevents spread virus co-worker friend family. block spyware. mcafee also block spyware install computer remove existing spyware. secure identity privacy - also keeping pc getting clogged unnecessary program files. stop hackers. mcafee virusscan plus protects conceals computer hacker connect internet safely. built-in firewall automatically denies internet access malicious application allowing trusted program connect without unnecessary alert false alarms. addition fully integrated hackerwatch.org anti-hacking database provides additional tool resource hacker activities. security simplified new mcafee securitycenter make security easy. one-click view protection status. also check update fix potential security issues. safe searching mcafee siteadvisor addition 3-in-1 protection get mcafee siteadvisor's web safety rating help stay safe adware spyware spam online scam search browse shop online. always always protecting always updating install mcafee virusscan plus subscribing up-to-date security software delivered mcafee's patented security service (sas) technology. daily threat protection update delivered 24/7 mcafee's world-class research center mcafee avert labs. free software upgrade enhancement provided long subscription active. mcafee offer variety renewal option keep mcafee protection current. team expert available 24/7 via internet chat e-mail visiting www.mcafeehelp.com. 30-day money-back guarantee. 100% satisfied mcafee offer full refund. new improved feature 2007 mcafee virusscan plus includes new improved features: new: integrated anti-virus anti-spyware firewall technologies. improved: spyware protection detects block remove spyware adware. new: complete inbound outbound firewall protection automatically trust known good application help block spyware trojan key loggers. new: mcafee systemguards watch computer specific behavior may signal virus spyware hacker activity. new: mcafee x-ray window detects kill rootkits malicious application hide window anti-virus programs. new: mcafee siteadvisor add safety rating site search engine result based comprehensive spam adware online scam safety tests. new: stealth mode hide presence internet. improved: mcafee securitycenter. new: mcafee network manager monitor pc across network security weakness easily identify network security issues. new: built-in computer health performance tools.","mcafee","39.99"
"b00070ouja","reel deal casino championship edition","reel deal casino championship edition (win 98 nt 2000 xp)","phantom efx","19.99"
"b000eplmpi","printmaster gold v 17.0","printmaster gold 17 give creative home user chance get creative & use imaginations. everything bridal shower invitation youth soccer league roster made quickly easily.","nova development","19.95"
"b000nknb62","pc cillin internet sec 2007 lics large box 3u","pc-cillin internet security 2007 combine award-winning antivirus security personal firewall comprehensive protection virus worm trojan hackers. also detects remove spyware block spam. even guard identity theft blocking phishing pharming attacks. plus pc-cillin protects wireless network wi-fi intrusion detection innovative security feature alert intruder us wi-fi connection. special license installation 3 machines. advanced spam-filtering block spam flooding inbox user-friendly tool report new integration microsoft outlook make easy set preference enhanced personal firewall prevents intrusion hacker block network virus","trend micro","49.95"
"b000aa8796","aquarium 3-in-one collection (win/mac)","vibrant realistic won&rsquo;t believe eyes!&nbsp;product informationexperience 1 selling screensaver time marine aquarium plusgoldfish aquarium sharks.&nbsp; gorgeous detail gone creating thehigh-resolution 3d fi","encore software","19.99"
"b00009m8ur","cute ftp","cuteftp easy way transfer file pc remote computers. whether publishing web page downloading latest digital image music software transferring large file home office cuteftp get job done. cuteftp's user-friendly interface conforms microsoft window xp run microsoft's latest operating system. cuteftp streamlines ftp transfer faster startup quicker connection ftp server improved site navigation logic.","tri synergy","39.99"
"b000frttvy","kaspersky anti-virus 6.0","kasperskyâ® anti-virus 6.0 combine traditional anti-virus defense method latest proactive technology provide solid dependable protection malicious programs. beginner particular pleasantly surprised find product simple install set advanced user product highly adaptable easily tailored suit individual requirements. kaspersky anti-virus 6.0 remarkable seamless integration microsoft window family operating system (including microsoft window x64) excellent compatibility pc protection program (e.g. firewalls). feature installs easily clear interface automated function making right choice even inexperienced computer users. scan email traffic (pop3 imap nntp incoming mail smtp outgoing) mail programs. scan http internet traffic real time offer rapid scan individual file catalog disks. control change file system prevent malicious program undermining applications. monitor program activity warns suspicious hidden process (rootkits) unauthorized changes. control status system registry alert suspicious object attempt create hidden registry keys. record registry file system change rapidly restore computer malicious attacks. automatically balance scan speed increased user activity; offer accelerated scan settings. block dangerous macro command executed. delivers smallest update (~ 50 kb) virtually instant updating. support wifi internet access antivirus updating. conserve battery economy mode. support intel centrino processor hyper-threading technology.","kaspersky lab","59.95"
"b0007d8r5k","restricted area","restricted area incredible combination action gaming deep role-playing. four different people meet they're trying change lives. choose one four play -- enter dystopian world complex twisting story involves dark secret large corporation. advanced ai us group tactic react character's visible strength weapon hand -- think survive cooperative multiplayer mode","whiptail","19.99"
"b000e8jlbw","adobe production studio premium","adobe production studio premium complete post-production solution available anywhere bring new power efficiency film video dvd web work flows. part adobe creative suite family complete audio video post-production solution combine adobe effect 7.0 professional premiere pro 2.0 photoshop cs2 audition 2.0 encore dvd 2.0 illustrator cs2 software timesaving workflow feature adobe dynamic link adobe bridge. take tour adobe production studio premium. thanks adobe dynamic link incorporate effect motion graphic title sequence visual effect adobe premiere pro timeline without rendering. encore dvd 2.0 includes hundred professionally designed menu template placeholder text graphic fast easy creation great-looking dvds. conveniently preview effect animation presets template adobe bridge. edit multiple-camera shoot quickly easily premiere pro 2.0. view multiple video track multicam shoot edit switching track real time. create compelling motion graphic blockbuster visual effect efficiency precision infinite variety using industry standard: effect 7.0. enjoy rapid response record mix new powerful low-latency mixing engine audition 2.0. increased productivity adobe integrationenjoy enhanced unprecedented integration among adobe production studio components. example effect adobe premiere pro encore dvd illustrator feature native photoshop file support; effect adobe premiere pro share composition timelines; effect adobe premiere pro feature common effects; software component feature copy-and-paste drag-and-drop compatibility well edit original functionality. thanks standardized user interface element throughout production studio -- workspace panel dock group custom workspace common command tool keyboard shortcut -- get speed quickly work efficiently. unified design environment translates improved efficiency increased productivity. suite advanced post-production application production studio premium feature several industry-leading post-production application build advanced video web effects. effect 7.0 help create compelling motion graphic blockbuster visual effect efficiency precision infinite variety premiere pro 2.0 delivers flexibility power need bring new dimension film video web productions. whether working hd hdv sd dv software's superior performance complete toolset let work faster creatively deliver quality work client demand. enjoy greater precision control preparing image use film video dvd production adobe photoshop cs2. instance take advantage new feature 32-bit high dynamic range (hdr) color support vanishing point enables edit perspective. adobe audition 2.0 all-in-one toolset professional audio production delivers flexibility control need produce great soundtrack project. another example many benefit adobe integration found encore dvd 2.0 let create full-featured menu-driven dvd feature film business communication training event more. adobe illustrator cs2 create editable scalable vector artwork film video web production adobe illustrator cs2 software advanced painting drawing type tools. adobe dynamic link eliminates delay rendering -- exclusive adobe production studio feature. use effect composition adobe premiere pro encore dvd project intermediate rendering. edit composition effect view update instantly production studio components. organize browse content file drag drop adobe bridge film video audio dvd productions. search sort edit xmp metadata info preview scalable thumbnail video image well audio files. high definition support flash integration production studio premium let work hd popular resolution frame rate achieve highest standard industry. production studio support hd hdv sd dv formats. also choose right macromedia flash format encode video audio file optimal web viewing. simply export directly effect swf vector-based animation adobe premiere pro effect flv live-action video.","adobe","1699.0"
"b000fzxisg","merriam-webster's dictionary (win/mac) (jewel case)","","fogware publishing","9.99"
